Query ID,Query,Min GT Rank,GT Doc ID,GT Doc,nDCG@10,nDCG@100,Recall@10,Recall@100,Pred Rank,Pred Doc ID,Pred Score,Pred Doc,GT Grade
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,11,2360247,13.047574996948242,"John Gray (I) John Gray was born in Brooklyn, New York, USA. He is a writer, director and producer, known for Reckless (2014) White Irish Drinkers (2010), Ghost Whisperer (2005), The Hunley (1999) Martin and Lewis, and Helter Skelter. He was the youngest recipient ever of an American Film Institute Independant Filmmaker Grant.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,12,2781960,13.043245077133179,"Science has no prejudices — though scientists often do. Elisha Gray (2 August 1835 – 21 January 1901) was an American electrical engineer who co-founded the Western Electric Manufacturing Company. Gray is best known for his development of a telephone prototype in 1876 in Highland Park, Illinois. He is considered by some to be the true inventor of the variable resistance telephone, despite losing out to Alexander Graham Bell for the telephone patent.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,13,6792682,12.666417121887207,"David Gray is a British singer-songwriter born on June 13, 1968 in Sale, United Kingdom. He released his first studio album in 1993 and received worldwide attention after the release of White Ladder six years later in 1999.Gray moved to Wales at age 9 and later returned to the north-west of England to attend the University of Liverpool.His musical career got early support from a dedicated Irish fan base.ray moved to Wales at age 9 and later returned to the north-west of England to attend the University of Liverpool. His musical career got early support from a dedicated Irish fan base.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,14,8780808,12.382744073867798,"Michael Gray may refer to: Mike Gray (Canadian football), Canadian Football League player. Michael Gray (footballer) (born 1974), English footballer. Michael Gray (DJ) (born 1966), British DJ and house music producer. Michael Gray (actor) (born 1951), American actor. Michael Gray (author) (born 1946), author of books on popular music, in particular Bob Dylan. Michael Gray (British Army officer) (1932–2011) Mike Gray (1935–2013), screenwriter.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,15,2970895,11.93518352508545,"Kenneth Gray (I) Kenneth Gray is an actor, known for Love, Lies and Murder (1991), Retribution (1987) and Remington Steele (1982).",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,16,3620991,11.862650632858276,"Grey started exploring African drumming and devoted his time to organic agriculture, running a small farm in The Midlands, England. He rejoined Wire in 2000, dropping his Robert Gotobed alias and using his birthname Robert Grey.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,17,2970892,11.672076225280762,"Kenneth Gray (I) Actor. Kenneth Gray is an actor, known for Love, Lies and Murder (1991), Retribution (1987) and Remington Steele (1982).",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,18,8760873,11.624213695526123,Team Mississippi Robert Gray For Governor Offical Page shared a link. Team Mississippi Robert Gray For Governor Offical Page shared a post. Today Nov. 2nd. On this day before the election we invite you to join us in holding a prayer for Robert Gray for Governor of Mississippi and the other Democratic candidates.,0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,19,4157321,11.520319938659668,"Sir Charles Grey (15 March 1804 – 31 March 1870) was a British army officer, member of the British House of Commons and political figure in Lower Canada.n 1836, he married Caroline Eliza, daughter of Sir Thomas Harvie Farquhar, 2nd baronet. Their children included: 1  Mary Caroline Grey (1858–1940), married the 4th Earl of Minto. 2  Albert, the 4th Earl Grey, served as Governor-General of Canada.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,20,8780809,11.45764708518982,"Michael Gray (II) Michael Gray was born on September 2, 1951 in Chicago, Illinois, USA. He is an actor, known for Shazam! (1974), Bobby Jo and the Good Time Band (1972) and Our Time (1974). He has been married to Stacy Benon since 1994. See full bio ».",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,21,8780801,11.424343585968018,"Michael Gray is a British DJ / producer who is signed to independent dance record label Eye Industries. He is also one half of the popular dance music production/remixing duo Full Intention. In 2004, Gray began issuing records under his own name, the first being The Weekend. , a worldwide hit in late that year.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,22,8760864,11.33344703912735,"Team Mississippi Robert Gray For Governor Offical Page. Robert Gray never would have made it without God. If God is for you, who can be against you. God does the impossible. God uses the least among us to do his will. Robert is the head and not the tail, he's at the top and never at the bottom. He is bless coming in and bless coming out. All praises and thanks to God.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,23,3881172,11.314141511917114,"Nick Grey (born 12 July 1968) is the British designer and inventor who founded Grey Technology. He was born in Bromsgrove and attended Aston Fields Middle School. The Grey family spent three years in Roscommon, Ireland, before resettling in Worcestershire in 1979. Grey studied at Ludlow College.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,24,811305,11.268686532974243,"Home » Actor » Matthew Gray Gubler Gay, Married, Girlfriend and Dating. Date: 15 Jan, 2015 Report This. Mathew Gray Gubler is an American actor, director, photographer, model, painter, and editor. He has acted in several TV shows and movies and is best known for his role in the CBS TV show Criminal Minds.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,25,5372823,11.24971079826355,"[[:Category:{{{Images}}}|Images]] Grey Damon, born September 24th, 1987, is an American actor who plays the role of Kitch Maynard on the HBO original series True Blood. Making his debut on the episode 9 Crimes in the series' third season, Grey plays the role of a high school student living in the small town of Bon Temps, Louisiana.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,26,5089117,11.20097804069519,"Owen Hunt. Owen Hunt, M.D. is a fictional character from the medical drama television series Grey's Anatomy, which airs on the American Broadcasting Company (ABC) in the United States. The character was created by series' producer Shonda Rhimes, and is portrayed by actor Kevin McKidd.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,27,747709,11.066297769546509,"— Meredith Grey. Meredith Grey is the current head of general surgery at Grey Sloan Memorial Hospital. She is the daughter of the now-deceased Ellis Grey, a famed general surgeon, and Thatcher Grey. She was married to Derek Shepherd until his death and they have two daughters, Zola and Ellis and a son, Bailey.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,28,3310851,11.017853140830994,"Billy Gray (I) Billy Gray was born on January 13, 1938 in Los Angeles, California, USA as William Thomas Gray. He is an actor, known for Father Knows Best (1954), The Day the Earth Stood Still (1951) and The Seven Little Foys (1955). See full bio ».",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,29,8780802,10.99917447566986,"Michael Gray (actor) Michael Gray (born September 2, 1951) is a retired American actor, best known for his portrayal of Billy Batson in the 1970s TV series Shazam!. From 1972-1973, he appeared as Ronnie Collins in the first season of the NBC sitcom, The Brian Keith Show, starring Brian Keith and Shelley Fabares.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,30,7961603,10.953818798065186,"Gray was a 25-year-old African-American man who lived in the Gilmor Homes neighborhood of Baltimore. Gray was taken into police custody on April 12 and, according to video and eyewitness accounts, pinned down and dragged to a police van.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,31,3934629,10.903180718421936,"This biography of a living person needs additional citations for verification. (October 2011) (Learn how and when to remove this template message) Theodore Raymond T. R. Knight (born March 26, 1973) is an American actor. He was best known for his role as Dr. George O'Malley on the ABC medical drama Grey's Anatomy. Having acted on stage since the age of five, Knight had starred on Broadway, off-Broadway, and theatre productions in his home state of Minnesota.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,32,3805294,10.806223809719086,"Berry's character is Miranda Grey, a psychiatrist in a prison straight out of Dickens. She works with fellow shrink Pete Graham (Robert Downey Jr.) and is newly wed to her boss, Dr. Douglas Grey (Charles S. Dutton). I'm thinking, hey, this is refreshing: The beautiful woman is married to an overweight guy for a change.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,33,4571199,10.757431149482727,"Macy Gray. Macy Gray (born Natalie Renée McIntyre; September 6, 1967) is an American R&B, jazz and soul singer, songwriter, musician, record producer, and actress, known for her distinctive raspy voice, and a singing style heavily influenced by Billie Holiday.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,34,1721695,10.741965055465698,"Date: 15 Jan, 2015 Report This. Mathew Gray Gubler is an American actor, director, photographer, model, painter, and editor. He acts in TV shows and movies. He is best known for his role in the TV show of CBS network Criminal Minds.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,35,7505175,10.726655125617981,"Vinton Gray Cerf ForMemRS, is an American Internet pioneer, who is recognized as one of the fathers of the Internet, sharing this title with TCP/IP co-inventor Bob Kahn. His contributions have been acknowledged and lauded, repeatedly, with honorary degrees and awards that include the National Medal of Technology, the Turing Award, the Presidential Medal of Freedom, the Marconi Prize and membership in the National Academy of Engineering. In the early days, Cerf was a manager for the United Stat",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,36,3835807,10.628385782241821,"Jacob Anderson. Jacob Basil Anderson (born 18 June 1990) is an English actor, singer, and songwriter. As an actor, he is best known for his role as Grey Worm in the television series Game of Thrones, and his recurring appearances in the first seasons of Episodes and Broadchurch. As a musician, he uses the alias Raleigh Ritchie; his debut album, You're a Man Now, Boy, was released in 2016 to very positive reviews.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,37,8223908,10.606124997138977,"Meredith Grey is a surgical attending and Chief of General Surgey at the Grey Sloan Memorial... Meredith Grey is a surgical attending and Chief of General Surgey at the Grey Sloan Memorial Hospital. Meredith is the daughter of the brilliant and famed surgeon Ellis Grey, but her childhood...",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,38,4402621,10.59697937965393,"Eric Dane (I) Eric Dane is an American actor known as Dr. Mark Sloan on Grey's Anatomy (2005) and as a co-star in Marley & Me (2008) and Valentine's Day (2010). He was born on November 9, 1972, in San Francisco, California, the older of two brothers. His father is an architect and interior designer based in San Francisco.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,39,1441287,10.58672046661377,"— Kevin McKidd, BuddyTV. Owen Hunt, M.D. is a fictional character from the medical drama television series Grey's Anatomy, which airs on the American Broadcasting Company (ABC) in the United States. The character was created by series' producer Shonda Rhimes, and is portrayed by actor Kevin McKidd.cKidd was nominated for two awards for his work on the show, winning one of them. Chris Monfette of IGN has praised the addition of fresh, new characters such as Owen Hunt.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,40,4571200,10.462068796157837,"Are you a band/artist? Macy Gray (born Natalie Renee McIntyre; September 6, 1967), also credited as Natalie Hinds in her music, is an American R&B and soul singer-songwriter, record producer, and actress, famed for her distinctive raspy voice and a singing style heavily influenced by Billie Holiday and Betty Davis.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,41,4571191,10.462068796157837,"Biography Read More. Macy Gray (born Natalie Renee McIntyre; September 6, 1967), also credited as Natalie Hinds in her music, is an American R&B and soul singer-songwriter, record producer, and actress, famed for her distinctive raspy voice and a singing style heavily influenced by Billie Holiday and Betty Davis.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,42,7848211,10.418479204177856,"Robert Gould Shaw (October 10, 1837 – July 18, 1863) was an American soldier in the Union Army during the U.S. Civil War.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,43,3986292,10.381891012191772,"Robert Michael Bob Parr (born June 25, 1957) is an Emmy Award-winning English-born New Zealander, television personality, private security contractor, counter-terrorism expert and former UK Special Forces operator best known for his role as Team Leader and Executive Producer of Shadow Force on the History Channel.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,44,2427680,10.38074442744255,"This interesting name is a patronymic form of the surnames Grave, which is of Middle English origin, and is an occupational name for a steward, from the Middle English (1200 - 1500) greyve, itself derived from the Old Norse greifi and the Low German greve.he first recorded spelling of the family name is shown to be that of Robert Greyue, which was dated 1255, Records of the Borough of Nottinghamshire, during the reign of King Henry 111, The Frenchman, 1216 - 1272.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,45,7459941,9.847485303878784,"Robert Hooke. Robert Hooke FRS (/hʊk/; 28 July [O.S. 18 July] 1635 – 3 March 1703) was an English natural philosopher, architect and polymath.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,46,2619541,9.741900995373726,"Charles Robert Redford Jr. (born August 18, 1936), better known as Robert Redford, is an American actor, director, producer, businessman, environmentalist, and philanthropist. Redford is the founder of the Sundance Film Festival. Redford's career began in 1960 as a guest star on numerous TV shows, including: The Untouchables, Perry Mason, Alfred Hitchcock Presents, and The Twilight Zone, among others.",0
1037798,who is robert gray,4,8760871,"Atlantic Ocean, United States. Robert Gray, (born May 10, 1755, Tiverton, R.I.—died summer 1806, at sea near eastern U.S. coast) captain of the first U.S. ship to circumnavigate the globe and explorer of the Columbia River.",0.14505893889435997,0.14505893889435997,0.14285714285714285,0.14285714285714285,47,1780969,9.71772676706314,"Who is Robert Kraft and what is his net worth 2018? Robert Kraft is a businessman from America who serves as the chairman of the Kraft Group. He is also the chief executive officer (CEO) of the Kraft Group which is a holding company with assets from entertainment, sports, real estate development, and packaging.",0
